gymId,name,address,lat,lng,location,shortDescription,longDescription
12756,Akalla Gårds utegym,Imatragatan 230,59.41237448,17.91488069,"{""lat"": 59.41237447584166, ""lng"": 17.91488068886686}",Ett komplett utegym vid Akalla gårds bollplan.,"Du åker blå tunnelbanelinje till Akalla och promenerar cirka 350 meter till gymmet.
Här kan du träna:
dips, 
 situps, 
 knäböj, 
 marklyft, 
 upphopp, 
 ryggdrag, 
 armgång, 
 bänkpress, 
 axelpress, 
 balansträning. Här finns även en räckhäv i olika nivåer och en stretchyta."
15335,Alviks strands utegym,Gustavslundsvägen,59.33166811,17.98555543,"{""lat"": 59.33166811322353, ""lng"": 17.985555426441763}",Välkommen att träna i Alviks strandpark!,"Fakta om anläggningen:
På två platser i parken finns ett utegym i trä och metall. Ett förslag till träningsprogram finns vid redskapen. Underlaget är baksand och stenmjöl.
Bra att veta:
Det tar cirka 5 minuter att gå från Alviks station."
14997,Aromen utegym,Ingenjörsvägen 25,59.30722586,18.02578485,"{""lat"": 59.30722586046123, ""lng"": 18.02578485342317}","Aromen är en tillfällig aktivitetsplats med bland annat utegym, multisportplan och basketkorgar.","Aktivitetsplatsen Aromen ligger mellan Ingenjörsvägen och Blomsterdalen.
Fakta om anläggningen::
träningsredskap i trä, 
 armhävningsstänger i olika höjder, 
 sit-up-ramp för mage, 
 axelpress med stockar, 
 grusunderlag, Bra att veta:
Vid aktivitetsplatsen finns även:
en öppen bollplan med fotbolls- och bandymål, 
 basketkorgar, 
 sittbänkar med bord, 
 grillplats, Övrigt
Platsen ligger nära kollektivtrafik. 
 Parken ingår i stadsutvecklingsprojekt Södertäljevägen och på sikt kommer parken att bebyggas. "
15474,Bandängens utegym,Harpsundsvägen 52,59.26500227,18.0445733,"{""lat"": 59.26500227080058, ""lng"": 18.044573297600863}",Välkommen till ett litet och belyst utegym med grusunderlag beläget på Bandhagens öppna ängar.,"Redskap
Utegymmet är utrustat med redskap av trä och metall för allroundträning:
Gäddan kort, 
 Gäddan lång, 
 Ekoxen låg, 
 Ekoxen hög, 
 Gråsuggan låg, 
 Gråsuggan hög, 
 Trädet, 
 Busken, 
Utegymmet är till för spontanidrott - det kan alltså inte bokas och är inte avsedd för organiserad idrott.

En bit från utegymmet finns flera möjligheter till spontanidrott såsom bollplan och basketplan. Utöver detta finns även lekpark, plaskdamm och sittplatser med bord, samt grillplats i närheten.
Utegymmet har belysning till klockan 22.00.
Närmaste stationer:
Högdalen (tunnelbana), 
 Bandhagen (tunnelbana), "
15453,Beckomberga utegym,Grafitgränd,59.36153043,17.90453877,"{""lat"": 59.36153043307269, ""lng"": 17.904538766918623}",Välkommen att träna på det nybyggda utegymmet i Beckomberga.,"Fakta om anläggningen:
Utegymmet byggdes våren 2022. Redskapen gjorda i metall och trä och står på ett underlag av träflis. På redskapen finns skyltar med förslag på övningar.
Bra att veta:
Utegymmet ligger i förlängningen av Grafitgränd i Beckomberga. Närmaste busshållplats är Styresman Sanders väg som ligger på Spångavägen. "
12757,Björkhagens utegym,,59.29386709,18.12642801,"{""lat"": 59.29386709492052, ""lng"": 18.126428011094518}","Utegymmet ligger vid startplatsen för Björkhagsspåret, perfekt för ett pass före eller efter din löparrunda.","Fakta om anläggningen:
Redskap finns för marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. , 
 Här finns även räckhäv i olika nivåer samt en stretchyta. 
 Björkhagsspåret är belyst fram till klockan 22.00. Bra att veta:
Tunnelbana grön linje till Björkhagen, promenad cirka 700 meter. "
14826,Blåsutparkens utegym,Blåsutvägen 15,59.29301745,18.0911846,"{""lat"": 59.29301744788078, ""lng"": 18.091184599455826}",Välkommen till två gym med barkunderlag belägna i Blåsutparken - ett ute och seniorgym.,"
Gymmet ligger nära boulebana, bollplan, lekpark och hundrastgård. Utegymmet är utrustat med redskap av trä och metall för allroundträning och består av redskapen:
Korta gäddan, 
 Långa gäddan, 
 Trädet, 
 Busken, 
 Låg ekoxe, 
 Hög ekoxe, 
 Balanspall (tre stycken), Seniorgym
Gymmet ligger nära boulebana, bollplan, härliga gräsytor och grillplats.
Seniorgymmet har redskap som inte är så tunga och har tonvikt på lågintensiv träning och balansträning och består av redskapen:
Intill utegymmet finns flera möjligheter till spontanidrott såsom bollplan och boulebanor. Utöver detta finns även lekpark, hundrastgård och sittplatser med bord, samt grillplats i närheten.
Utegymmet har belysning fram till klockan 22.00.
Närmaste station: Blåsut (tunnelbana)"
13617,Bredängs utegym,,59.29560822,17.92233003,"{""lat"": 59.295608221855304, ""lng"": 17.92233002601551}",Stockholms stads erbjuder ett mindre utegym helt i trä intill Bredängs camping.,"Hitta hit
Närmaste tunnelbana är Bredäng och om du följer skyltningen för Bredängs camping hittar du utegymmet strax efter campingen och bredvid skogen. <br>
Det finns en parkering bredvid parkeringen.
Kombinera din träning
Gå eller spring i Bredängsspåret som är ett belyst motionsspår på 3,2 km. "
15486,Broparkens utegym,Stora Essingen,59.32138545,17.99828371,"{""lat"": 59.32138545281616, ""lng"": 17.99828371378251}","Detta utegym ligger längs strandpromenaden i Broparken, på östra delen av Stora Essingen.","Fakta om anläggningen:
På utegymmet finns redskap för till exempel chins, situps, dips, axelpress och balansträning. Redskapen är i metall och trä. 
 Intill gymmet finns en plattform i trä för stretch och andra egna övningar. 
 Belysning finns. 
 Anläggningen snöröjs inte. Bra att veta:
Utegymmet ligger inom ett område där hundar får släppas lösa. "
13619,Brotorp utegym,,59.27223977,18.14849364,"{""lat"": 59.272239769463454, ""lng"": 18.148493639495868}",Brotorp utegym är ett komplett utegym. Här finns även en räckhäv i olika nivåer samt en stretchyta.,"Utegymmet har lätta vikter.
I anslutning till utegymmet finns två boulebanor samt en fotbollsplan på grus. "
14827,Dalbottens specialgym,Vrenavägen 16,59.26238872,18.0475873,"{""lat"": 59.2623887208082, ""lng"": 18.047587296818136}",Välkommen till stadsdelsförvaltningens specialgym med grusunderlag beläget i Dalbotten.,"Utrustning
Utegymmet är utrustat med redskap av trä och metall för allroundträning: 
Labyrintbord, 
 Stege, 
 Healt walker, 
 Push hands, 
 Benpress, 
 Trappa, 
 Pelare, 
 Fjädrande gång, 
 Roddmaskin, Seniorgym
Seniorgymmet har redskap som inte är så tunga och har tonvikt på lågintensiv träning och balansträning.
Övrigt
Utegymmet är till för spontanidrott - det kan alltså inte bokas och är inte avsedd för organiserad idrott.
Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna.
Intill utegymmet finns möjlighet till spontanidrott såsom boulebanor. Utöver detta finns även Intill finns lekpark och sittplatser med bord samt grillplatser.
Närmaste station: Högdalen (tunnelbana)"
15160,Elektraparkens utegym,Korsningen Dansbanevägen & Västberga Allé,59.2968529,18.01088606,"{""lat"": 59.29685290136976, ""lng"": 18.010886055275385}",Nybyggt utegym i Västberga som ligger i det nordöstra hörnet av Elektraparken.,"Om utegymmet
I utegymmet finns varierad utrustning i form av till exempel barr, armgång, rygglyft och sit-up. Här kan du träna i stort sett hela kroppen: armar, axlar, bål, rygg, greppstyrka, ben och stretching.
Bra att veta:
Utegymmet stod klart 2021. 
 I parken finns stora gräsytor för lek, spontanidrott och picknick. Det finns också en lekplats med en liten vattenlek, grillplats och basketplan. 
 I parken finns en hundrastgård. 
 Närmste busshållplats är Elektravägen eller Karusellplan. Närmaste tunnelbana är Telefonplan eller Midsommarkransen. 
 I närheten finns Västberga handelsplats. "
12752,Eriksdals utegym,Hammarby Slussväg 20,59.30462498,18.07381173,"{""lat"": 59.30462497543843, ""lng"": 18.073811726019777}",Ett utegym i trä intill Eriksdalsbadet. Gymmet har tillgänglighetsanpassade redskap.,"Fakta om anläggningen:
Det är ett komplett utegym med marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning.
Här finns även en räckhäv i olika nivåer samt en stretchyta."
13620,Fagersjöskogens utegym,,59.25070692,18.0757764,"{""lat"": 59.25070692215534, ""lng"": 18.07577639667293}",Ett utegym intill Fagersjöspåret.,"Om utegymmet i Fagersjöskogen
Utegymmet består av redskapen:
marklyft, 
 knäböj, 
 dips, 
 chinsräcke, 
 sit-ups bräda, 
 armgång och stubbar för upphoppsträning , Bra att veta: 
Gymmet är placerat i anslutning till Fagersjöskogens motionsspår (elljusspår 3 km). Det finns flera platser för spontanidrott i närheten så som bollplan, basketplan och pingisbord."
12753,Farsta utegym,Farstagårdsvägen 10,59.23977014,18.07997433,"{""lat"": 59.23977014094006, ""lng"": 18.079974325988672}",Utanför grindarna till Farsta idrottsplats hittar du ett av våra populära utegym i trä.,"Fakta om anläggningen:
Det är ett komplett utegym med marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. 
 Här finns även en räckhäv i olika nivåer samt en stretchyta. Bra att veta:
Detta är det första utegymmet som placerats i direkt anslutning till en idrottsplats - Farsta IP. Platsen är vald utifrån närheten till just idrottsplatsen med ishallen, fotbollsplanen samt de nya provisoriska idrottshallarna. 
 I närområdet finns även Farsta sim- och idrottshall, Magelungen, Farsta gymnasium och de naturliga frilufts- och rekreationsområdena. "
13621,Farstanäsets utegym,,59.23875456,18.07079041,"{""lat"": 59.23875455675705, ""lng"": 18.07079040602115}",Utegym på Farstanäset.,"Fakta om anläggningen:
Ett välutrustat stockgym beläget på Farstanäset i närheten av Farstanäset friluftsgård. 
Gymmet har en komplett utrustning för att träna hela kroppen, det finns:
armhävstång, 
 chins, 
 situps-bänkar, 
 marklyft, 
 bänkpress, 
 balansgång, 
 dipps, 
 marklyft, 
 benlyft, 
 armgång, 
 hoppstubbar, 
 stretchyta , Bra att veta: 
Det finns parkeringsmöjlighet i nära anslutning till gymmet. 
I närheten av gymmet finns en tidigare slalombacke – perfekt för backträning eller intervallträning. "
13623,Farstastrandsbadets utegym,,59.23721525,18.08449718,"{""lat"": 59.23721525254728, ""lng"": 18.08449717967076}",Utegym vid Farstastrandsbadet.,"Fakta om anläggningen:
På gymmet finns möjlighet att aktivera hela kroppen.
armgång, 
 situps-bräda, 
 benträning, 
 balansträning, 
 stretchyta, Bra att veta:
I närheten av gymmet finns Farstastrandsbadet, volleybollplan och det är nära till Farsta IP."
15209,Fatbursparkens utegym,,59.31540005,18.06879073,"{""lat"": 59.31540005035015, ""lng"": 18.068790726440586}",Gymmet är i metall och i anslutning till stationerna finns förslag på olika övningar. Här kan du träna både styrka och balans.,
14829,Fjäderns utegym,Askersundsgatan 14,59.25904055,18.02931254,"{""lat"": 59.25904054911213, ""lng"": 18.029312538313846}",Välkommen till ett välutrustat och belyst stockgym med grusunderlag beläget intill Askersundsgatan och Hagsätravägen.,"Utrustning
Utegymmet består av redskapen:
Bänkpress, 
 Knäböj, 
 Marklyft, 
 Axelpress, 
 Sit up-ramp, 
 Dips, 
 Armhäv, 
 Stretchyta, Övrigt
Utegymmet är till för spontanidrott – det kan alltså inte bokas och är inte avsedd för organiserad idrott.
Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna.
Intill utegymmet finns flera möjligheter till spontanidrott såsom bollplan och basketplan. Utöver detta finns även lekpark och sittplatser med bord i närheten.
Utegymmet har belysning fram till klockan 22.00.
Närmaste station: Rågsved (tunnelbana)"
13680,Flatenbadet utegym,,59.25356265,18.16076176,"{""lat"": 59.25356264943242, ""lng"": 18.16076175668439}",Ett tillgänglighetsanpassat utegym vid Flatenbadet.,Vid Flatenbadet finns ett komplett utegym som i största möjliga mån har anpassats efter en person i rullstol. Utegymmet har även två extra redskap som är exklusiva för de tillgänglighetsanpassade utegymmen.
13625,Fruängens utegym,Korsningen av Vantörsvägen & Elsa Borgs Gata,59.2829317,17.96327471,"{""lat"": 59.282931703056384, ""lng"": 17.96327471294674}","Nybyggt utegym i Fruängen nära Fruängens skola, med gångavstånd till Fruängens centrum.","Om utegymmet
I utegymmet finns utrustning i stockar med bland annat armgång, ribbstolar, axelpress och bänkpress. Det finns även barr, lutande vägg, ryggdrag och stocklyft. 
Bra att veta:
Intill utegymmet finns en konstgräsplan. 
 Belysning, 
 Utegymmet stod klart 2021. "
13627,Grimsta utegym,,59.35784847,17.8654549,"{""lat"": 59.357848470856304, ""lng"": 17.865454897607457}",Grimsta utegym ligger vid Grimsta gärde.,"Fakta om anläggningen:
Utegymmet ligger öppet nära krematoriet i Grimsta. Redskapen är alla av trä och anläggningen står på underlag av grus.
Det finns redskap för:
marklyft, 
 ryggdrag, 
 armgång, 
 situps, 
 dips, 
 bänkpress, 
 axelpress, 
 knäböj, 
 upphopp, 
 balansträning. Här finns också ett trädäck som stretchyta.
Bra att veta:
Intill utegymmet finns en bollplan med grus och i närheten ligger Grimsta motionsspår. "
13628,Grimstaskogens utegym,Grimsta motionsspår vid Grimstafältet,59.36181226,17.84644336,"{""lat"": 59.361812263331466, ""lng"": 17.846443363867834}",Grimstaskogens utegym är ett enklare utegym vid startpunkten av Grimsta motionsspår vid Grimstafältet.,"Fakta om anläggningen:
Ett enklare utegym med underlag av grus och redskap i metall. 
Här kan du:
göra situps, 
 göra ryggdrag, 
 träna armar. Bra att veta:
Vid utegymmet ligger startpunkten för Grimsta motionsspår."
15316,Gubbängens utegym,"Gubbängsfältet, nära Gubbängsskolan.",59.26151732,18.09025928,"{""lat"": 59.261517318720834, ""lng"": 18.090259279965508}",Utegym vid Gubbängsfältet.,"Fakta om anläggningen:
 Ett välutrustat utegym med redskap för hela kroppen. 
Redskap för chins, 
 pull-ups, 
 armövningar, 
 rygglyft, 
 hoppstenar, 
 dipsräcke, 
 axelpress, 
 knäböj, 
 vad- och benträning. , Bra att veta: 
Gymmet är beläget strax söder om Gubbängsskolan, och ligger nära idrottsplaner, fotbollsplaner och Gubbängshallen."
14993,Gulsippans utegym,,59.38752784,17.81644261,"{""lat"": 59.3875278434563, ""lng"": 17.816442612954102}","Ett stort utegym för både senior, lågintensiv och normalintensiv träning","Fakta om anläggningen:
Vid Gulsippans parklek i Hässelby villastad finns ett komplett utegym med redskap av trä och metall för träning av hela kroppen. Redskap är luftigt utplacerade i grönskande parkmiljö omgiven av vackra planteringar och naturmark.
Gulsippans utegym är inhägnat och underlaget som redskapen står på består i huvudsak av stenmjöl. Ett fåtal redskapen har träflis som underlag.
I avdelningen för senior och lågintensiv träning finns följande redskap:
bänkträning med pedaler för nedre delen av kroppen, 
 en bänk med stödjande räcke för balans och koordination, 
 vågstång för hand-, armbågs- och axelleder, 
 balansfjäder för balans, 
 handrullning för armbågs- och axelleder, 
 axelhjul för axlar, 
 axelbågar för axel- och kroppsrotering. I övrigt finns följande redskap:
stepbrädor för spänsthopp, 
 dips, 
 armhävningar och rygglyft som tränar armar, rygg, bröst och ben, 
 hip för bål, "
12754,Gärdets utegym,Sandhamnsgatan 64,59.34221432,18.1087543,"{""lat"": 59.34221431928637, ""lng"": 18.10875429905476}",Precis utanför Kampementsbadet hittar du ett av våra populära utegym i trä.,"Fakta om anläggningen:
Det är ett komplett utegym med marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. , 
 Här finns även en räckhäv i olika nivåer samt en stretchyta. 
 Belysning finns och är påslagen till 22:00, Bra att veta:
Vatten finns att hämta utanför omklädningsrummen som tillhör Gärdets sportfält. 
 Under sommarperioden, då Kampementsbadet är öppet, anordnas instruktioner på utegymmet. Besök badet eller kontakta dem på 08-508 411 78 om du är intresserad. "
14825,Götaforsvägens utegym,Götaforsvägen 8,59.2729168,18.05481914,"{""lat"": 59.27291680096589, ""lng"": 18.054819140847588}",Välkommen till ett litet utegym och en parkourbana med konstgräs beläget i Götaforsvägens aktivitetspark.,"Utrustning
Följande utrustning finns på platsen:
Tressfit (fitness rig), 
 motorikbro, 
 vertikal stege, 
 stolphopp, 
 multisportarena. Övrigt
Utegymmet och parkourbanan är till för spontanidrott - de kan alltså inte bokas och är inte avsedd för organiserad idrott.
Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna.
Intill finns flera möjligheter till spontanidrott såsom boulebana, basketplan och liten bollplan. Utöver detta finns även sittplatser i närheten.
Aktivitetsparken har belysning fram till klockan 22.00.
Närmaste station: Stureby (tunnelbana)"
13629,Hammarby Sjöstads utegym,,59.30163124,18.11090124,"{""lat"": 59.30163123846492, ""lng"": 18.110901239931245}",Gymmet är i trä och är utformat så att den som tränar själv kan anpassa motståndet vid träningsredskapen.,"Här finns många olika stationer, bland annat för latsdrag, knäböj, axelpress, marklyft och sittande dips."
12769,Hellasgårdens utegym,,59.29001605,18.15988199,"{""lat"": 59.290016053335755, ""lng"": 18.159881985963946}","Precis vid motionsspåren och några friska steg från minigolfbana, restaurang, bad & bastu.","Fakta om anläggningen:
Här finns redskap för marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. Här finns även räckhäv i olika nivåer samt en stretchyta. <br>"
13678,Hinderstorpsparkens utegym,,59.39001732,17.93529692,"{""lat"": 59.39001731963374, ""lng"": 17.93529692070522}","Ett komplett utegym med 17 stationer, nära Rinkebys nordöstra entré mot Järvafältet.","<h3>Stationer</h3>
Stolpe, 
 Knäböj, 
 Balans, 
 Häckar, 
 Benlyft, 
 Stubbar, 
 Stocklyft, 
 Rygglyft, 
 Armgång , 
 Axelpress, 
 Stretchyta, 
 Bröstpress, 
 Dips Situps, 
 Chinsräcke, 
 Singelstockar, 
 Lastdrag/ryggdrag, "
13630,Hjorthagens utegym,Nedanför Dianavägen 30,59.35774274,18.0998472,"{""lat"": 59.357742739428204, ""lng"": 18.099847197607467}",Utegymmet i Hjorthagsparken består av redskap där du främst använder din egen kroppsvikt i träningen.,"Fakta om anläggningen:
Redskap finns för till exempel armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. 
 Redskapen är i trä och metall. 
 Underlaget är stenmjöl. 
 Utegymmet har belysning klockan 07.00 - 22.00. "
13631,Hornsbergs strands utegym,Hornsbergs strand,59.34082462,18.01082747,"{""lat"": 59.34082461978886, ""lng"": 18.010827470623095}",Ett mindre utegym som ligger vid vattnet längs Hornsbergs strand.,"Fakta om anläggningen:
Utegymmet består av chinsräcken, hävstänger samt redskap för lyft. 
 Redskapen är i trä. "
14749,Humlans utegym,Humlegården,59.34040036,18.07022858,"{""lat"": 59.34040036366292, ""lng"": 18.070228584114627}","Detta utegym ligger i Humlegården på Östermalm, intill Humlanhuset i den västra delen av parken.","Fakta om anläggningen:
Utegymmet består av workout-ställning, chinsräcke, hoppstubbar, ringar och ribbstol. 
 Underlaget består av flis. Bra att veta:
Toalett finns i Humlanhuset när verksamheten är öppen. "
15425,Husarviksparkens utegym,Labradorgatan 24,59.3607731,18.09556197,"{""lat"": 59.360773100458026, ""lng"": 18.09556197396744}",Detta utegym ligger vid strandpromenaden längs Husarviken i Norra Djurgårdsstaden.,"Fakta om anläggningen:
Redskapen är i trä och metall. 
 Underlaget är flis. "
14828,Högdalens utegym,Magelungsvägen 170,59.25810146,18.0417589,"{""lat"": 59.258101460272265, ""lng"": 18.041758897600417}","Välkommen till ett välutrustat och belyst stockgym, beläget i anslutning till motionsspåret “Håll-i-form-torpet”.","Utrustning
Utegymmet består av redskapen:
Stretchyta, 
 Stretchbom, 
 Stolpe för träningsband, 
 Bänkpress, 
 Rygglyft, 
 Sit up-ramp, 
 Trappsteg, 
 Häck, 
 Upphopp, 
 Dips, 
 Stocklyft, 
 Ryggdrag, 
 Barr, 
 Axelpress, 
 Armhäv, 
 Knäböj, 
 Rodd, 
 Balansbom, Övrigt
Utegymmet är till för spontanidrott – det kan alltså inte bokas och är inte avsedd för organiserad idrott.
Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna.
I anslutning till utegymmet finns motionsspåret “Håll-i-form-torpet”.
Utegymmet har belysning fram till klockan 22.00.
Närmaste stationer:
Högdalen (tunnelbana), 
 Rågsved (tunnelbana), "
13632,Hökarängsbadets utegym,,59.24677632,18.10916106,"{""lat"": 59.24677631878206, ""lng"": 18.109161063301602}",Utegym invid Hökarängsbadet.,"Fakta om anläggningen:
På utegymmet finns möjlighet till att träna hela kroppen:
magövningar på situpsbräda, 
 dip-bars, 
 armträning (med push-up-stång och och pull-up-stång), 
 ryggträning. Gymmet ligger precis vid Hökarängsbadet så vacker utsikt över Drevviken utlovas!
<br>
Bra att veta:
Gymmet ligger alldeles i nära anslutning till Drevvikens strandpromenad. Möjlighet till parkering finns."
14745,Johan skytteskolans utegym,Västerängsvägen 21,59.2774286,17.98264441,"{""lat"": 59.277428595832454, ""lng"": 17.98264440956023}",Invid Johan skytteskolan finns ett utegym.,"Fakta om anläggningen:
Gymredskapen är av metall. 
 Utegymmet byggdes 2019. 
 Utegymmet ligger på skolgården till Johan skytteskolan. "
15072,Judarängens utegym,Färjestadsvägen,59.34098495,17.90679903,"{""lat"": 59.34098494500651, ""lng"": 17.90679903284663}",Välkommen till Judarängens utegym.,"Utegymmet ligger i Judarskogens naturreservat vid entrén från Färjestadsvägen. Det är ett utegym i trä med ett underlag av träflis. Gymmet är belyst. Information om övningar finns på en anslagstavla.
Utegymmet ligger nära Ängbyplans tunnelbana."
12758,Kaknäs utegym,,59.33551306,18.13603987,"{""lat"": 59.335513055897074, ""lng"": 18.136039868602335}",Ligger i anslutning till motionsspåret i Kaknäs vid Sjöfartsverkets fritidsanläggning och är belyst till 22.00.,"Fakta om anläggningen:
Här finns 10 maskiner för träning av mage, midja, bröstpress, gångmaskin, höft, lats, rygg samt en crosstrainer. "
